JobID,title,company,experience,salary,location,job description,skills,post_date,webpage,company overview,industry,job highlights,All
1116,System Architect,Tech Mahindra,10+ years,INR 1200000-1800000 per annum,Mumbai,Collaborate with development and operations teams. Ensure security and resilience in system design.,Security Best Practices High Availability Microservices & Monoliths Infrastructure Planning Load Balancing & Caching,2025-02-08,https://acharya.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Automobile,Opportunity to contribute to high-impact projects with global reach. Work on cutting-edge technologies in a fast-paced environment. Flexible work hours and remote work opportunities available.,System Architect Tech Mahindra Mumbai Opportunity to contribute to high-impact projects with global reach. Work on cutting-edge technologies in a fast-paced environment. Flexible work hours and remote work opportunities available. Collaborate with development and operations teams. Ensure security and resilience in system design. Security Best Practices High Availability Microservices & Monoliths Infrastructure Planning Load Balancing & Caching Tech Mahindra offers IT services and business process outsourcing to various industries. Automobile 10+ years
1117,AI Researcher,Deloitte,10+ years,INR 300000-600000 per annum,,Optimize neural networks for efficiency. Ensure ethical AI usage and fairness.,"Reinforcement Learning Computer Vision AI Ethics Generative Models (GANs, VAEs) Optimization Techniques",2025-01-07,http://issac-garg.net/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Automobile,Be part of an agile team delivering high-quality software solutions. Leverage data-driven insights to improve business processes. Gain hands-on experience with cloud computing and AI technologies.,"AI Researcher Deloitte  Be part of an agile team delivering high-quality software solutions. Leverage data-driven insights to improve business processes. Gain hands-on experience with cloud computing and AI technologies. Optimize neural networks for efficiency. Ensure ethical AI usage and fairness. Reinforcement Learning Computer Vision AI Ethics Generative Models (GANs, VAEs) Optimization Techniques Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Automobile 10+ years"
1118,Data Scientist,Wipro,1-3 years,INR 1200000-1800000 per annum,,Develop predictive models and machine learning algorithms. Ensure data integrity and preprocessing workflows.,Machine Learning Experimentation & A/B Testing Big Data Technologies SQL & NoSQL Python/R,2025-02-03,https://www.dhaliwal.net/,"Wipro is a leading global information technology, consulting, and business process services company.",Finance,Solve complex technical problems using advanced algorithms. Gain hands-on experience with cloud computing and AI technologies. Optimize existing applications for performance and scalability.,"Data Scientist Wipro  Solve complex technical problems using advanced algorithms. Gain hands-on experience with cloud computing and AI technologies. Optimize existing applications for performance and scalability. Develop predictive models and machine learning algorithms. Ensure data integrity and preprocessing workflows. Machine Learning Experimentation & A/B Testing Big Data Technologies SQL & NoSQL Python/R Wipro is a leading global information technology, consulting, and business process services company. Finance 1-3 years"
1119,DevOps Engineer,Google India,7-10 years,INR 300000-600000 per annum,Jaipur,Ensure high availability of infrastructure. Troubleshoot production incidents efficiently.,"Monitoring & Logging Networking & Security Docker & Kubernetes Load Balancing & Scalability Scripting (Bash, Python)",2025-02-08,http://munshi-bhatti.org/,"Google India focuses on search, cloud computing, and AI-driven technological solutions.",IT,Leverage data-driven insights to improve business processes. Collaborate with industry experts to build next-generation solutions. Competitive salary package with performance-based incentives.,"DevOps Engineer Google India Jaipur Leverage data-driven insights to improve business processes. Collaborate with industry experts to build next-generation solutions. Competitive salary package with performance-based incentives. Ensure high availability of infrastructure. Troubleshoot production incidents efficiently. Monitoring & Logging Networking & Security Docker & Kubernetes Load Balancing & Scalability Scripting (Bash, Python) Google India focuses on search, cloud computing, and AI-driven technological solutions. IT 7-10 years"
1120,DevOps Engineer,IBM India,5-7 years,INR 1200000-1800000 per annum,,Collaborate with development teams on deployments. Automate infrastructure provisioning and management.,"Version Control (Git) Infrastructure as Code (Terraform, Ansible) Cloud Platforms (AWS, GCP, Azure) Docker & Kubernetes Load Balancing & Scalability",2025-01-23,https://kannan-padmanabhan.org/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",E-commerce,"Develop and maintain scalable, high-performance applications. Work on cutting-edge technologies in a fast-paced environment. Solve complex technical problems using advanced algorithms.","DevOps Engineer IBM India  Develop and maintain scalable, high-performance applications. Work on cutting-edge technologies in a fast-paced environment. Solve complex technical problems using advanced algorithms. Collaborate with development teams on deployments. Automate infrastructure provisioning and management. Version Control (Git) Infrastructure as Code (Terraform, Ansible) Cloud Platforms (AWS, GCP, Azure) Docker & Kubernetes Load Balancing & Scalability IBM India offers AI, cloud computing, and enterprise technology solutions. E-commerce 5-7 years"
1121,System Architect,Wipro,10+ years,INR 2500000-3500000 per annum,Jaipur,Ensure security and resilience in system design. Define system integration strategies.,Microservices & Monoliths Security Best Practices Scalability & Performance API Design Event-Driven Architecture,2025-02-18,http://bhatti.info/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Be part of an agile team delivering high-quality software solutions. Opportunity to contribute to high-impact projects with global reach. Engage in continuous learning and skill development programs.,"System Architect Wipro Jaipur Be part of an agile team delivering high-quality software solutions. Opportunity to contribute to high-impact projects with global reach. Engage in continuous learning and skill development programs. Ensure security and resilience in system design. Define system integration strategies. Microservices & Monoliths Security Best Practices Scalability & Performance API Design Event-Driven Architecture Wipro is a leading global information technology, consulting, and business process services company. IT 10+ years"
1122,Frontend Developer,Deloitte,10+ years,INR 600000-1200000 per annum,,Ensure responsive design and cross-browser compatibility. Improve accessibility and SEO best practices.,"Progressive Web Apps (PWA) Responsive Design Cross-Browser Compatibility State Management (Redux, Vuex) Web Performance Optimization",2025-02-18,https://www.swaminathan.com/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",IT,Collaborate with cross-functional teams to develop innovative solutions. Collaborate with industry experts to build next-generation solutions. Leverage data-driven insights to improve business processes.,"Frontend Developer Deloitte  Collaborate with cross-functional teams to develop innovative solutions. Collaborate with industry experts to build next-generation solutions. Leverage data-driven insights to improve business processes. Ensure responsive design and cross-browser compatibility. Improve accessibility and SEO best practices. Progressive Web Apps (PWA) Responsive Design Cross-Browser Compatibility State Management (Redux, Vuex) Web Performance Optimization Deloitte provides audit, consulting, financial advisory, risk management, and tax services. IT 10+ years"
1123,AI Researcher,Deloitte,3-5 years,INR 300000-600000 per annum,Ahmedabad,Develop AI algorithms and models. Stay updated with the latest AI advancements.,Mathematical Foundations Optimization Techniques Neural Networks Computer Vision AI Ethics,2025-01-16,https://www.majumdar.net/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Finance,Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment. Opportunity to lead and mentor junior team members.,"AI Researcher Deloitte Ahmedabad Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment. Opportunity to lead and mentor junior team members. Develop AI algorithms and models. Stay updated with the latest AI advancements. Mathematical Foundations Optimization Techniques Neural Networks Computer Vision AI Ethics Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Finance 3-5 years"
1124,System Architect,Cognizant,5-7 years,INR 1800000-2500000 per annum,,Ensure security and resilience in system design. Develop high-level technical specifications.,Scalability & Performance Load Balancing & Caching Event-Driven Architecture API Design Software Architecture,2025-02-05,http://thaman.com/,Cognizant is an American multinational IT services and consulting company.,Finance,Leverage data-driven insights to improve business processes. Flexible work hours and remote work opportunities available. Opportunity to contribute to high-impact projects with global reach.,System Architect Cognizant  Leverage data-driven insights to improve business processes. Flexible work hours and remote work opportunities available. Opportunity to contribute to high-impact projects with global reach. Ensure security and resilience in system design. Develop high-level technical specifications. Scalability & Performance Load Balancing & Caching Event-Driven Architecture API Design Software Architecture Cognizant is an American multinational IT services and consulting company. Finance 5-7 years
1125,Software Engineer,Microsoft India,5-7 years,INR 1200000-1800000 per annum,Jaipur,Troubleshoot production issues and deploy fixes. Integrate third-party services and APIs.,Data Structures & Algorithms Cloud Computing Problem Solving API Development Databases (SQL & NoSQL),2025-02-08,http://nazareth.info/,"Microsoft India provides enterprise software, cloud computing, and AI solutions.",Finance,Leverage data-driven insights to improve business processes. Engage with customers to gather feedback and improve products. Solve complex technical problems using advanced algorithms.,"Software Engineer Microsoft India Jaipur Leverage data-driven insights to improve business processes. Engage with customers to gather feedback and improve products. Solve complex technical problems using advanced algorithms. Troubleshoot production issues and deploy fixes. Integrate third-party services and APIs. Data Structures & Algorithms Cloud Computing Problem Solving API Development Databases (SQL & NoSQL) Microsoft India provides enterprise software, cloud computing, and AI solutions. Finance 5-7 years"
1126,DevOps Engineer,Oracle India,7-10 years,INR 300000-600000 per annum,Surat,Collaborate with development teams on deployments. Manage cloud services and cost optimization.,"Cloud Platforms (AWS, GCP, Azure) Scripting (Bash, Python) Monitoring & Logging Docker & Kubernetes Infrastructure as Code (Terraform, Ansible)",2025-02-20,https://dhawan.com/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Healthcare,Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions. Engage in continuous learning and skill development programs.,"DevOps Engineer Oracle India Surat Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions. Engage in continuous learning and skill development programs. Collaborate with development teams on deployments. Manage cloud services and cost optimization. Cloud Platforms (AWS, GCP, Azure) Scripting (Bash, Python) Monitoring & Logging Docker & Kubernetes Infrastructure as Code (Terraform, Ansible) Oracle India specializes in cloud applications, databases, and enterprise software solutions. Healthcare 7-10 years"
1127,Machine Learning Engineer,SAP Labs India,1-3 years,INR 300000-600000 per annum,Jaipur,Use deep learning frameworks effectively. Develop and deploy ML models.,"Model Deployment Supervised & Unsupervised Learning Big Data Frameworks (Spark, Hadoop) Hyperparameter Tuning Feature Engineering",2025-02-19,https://www.shroff-thaker.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,IT,Engage with customers to gather feedback and improve products. Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives.,"Machine Learning Engineer SAP Labs India Jaipur Engage with customers to gather feedback and improve products. Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives. Use deep learning frameworks effectively. Develop and deploy ML models. Model Deployment Supervised & Unsupervised Learning Big Data Frameworks (Spark, Hadoop) Hyperparameter Tuning Feature Engineering SAP Labs India focuses on enterprise software development and cloud solutions. IT 1-3 years"
1128,Software Engineer,TCS,1-3 years,INR 2500000-3500000 per annum,Jaipur,Automate testing and deployment processes. Develop REST APIs and backend services.,Data Structures & Algorithms CI/CD System Design Cloud Computing Problem Solving,2025-02-18,http://www.korpal-dayal.com/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Education,Optimize existing applications for performance and scalability. Solve complex technical problems using advanced algorithms. Engage with customers to gather feedback and improve products.,"Software Engineer TCS Jaipur Optimize existing applications for performance and scalability. Solve complex technical problems using advanced algorithms. Engage with customers to gather feedback and improve products. Automate testing and deployment processes. Develop REST APIs and backend services. Data Structures & Algorithms CI/CD System Design Cloud Computing Problem Solving Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Education 1-3 years"
1129,DevOps Engineer,TCS,7-10 years,INR 300000-600000 per annum,Hyderabad,Ensure high availability of infrastructure. Work on logging and monitoring solutions.,"Version Control (Git) Networking & Security Cloud Platforms (AWS, GCP, Azure) CI/CD Pipelines Scripting (Bash, Python)",2025-01-22,https://www.jain.com/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Education,Solve complex technical problems using advanced algorithms. Collaborate with cross-functional teams to develop innovative solutions. Opportunity to lead and mentor junior team members.,"DevOps Engineer TCS Hyderabad Solve complex technical problems using advanced algorithms. Collaborate with cross-functional teams to develop innovative solutions. Opportunity to lead and mentor junior team members. Ensure high availability of infrastructure. Work on logging and monitoring solutions. Version Control (Git) Networking & Security Cloud Platforms (AWS, GCP, Azure) CI/CD Pipelines Scripting (Bash, Python) Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Education 7-10 years"
1130,Software Engineer,Amazon India,3-5 years,INR 1800000-2500000 per annum,,Participate in agile development cycles. Work on performance optimization and scalability.,Problem Solving Databases (SQL & NoSQL) Data Structures & Algorithms Cloud Computing Version Control (Git),2025-02-26,https://www.thakur.com/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Automobile,Gain hands-on experience with cloud computing and AI technologies. Collaborate with industry experts to build next-generation solutions. Work on cutting-edge technologies in a fast-paced environment.,Software Engineer Amazon India  Gain hands-on experience with cloud computing and AI technologies. Collaborate with industry experts to build next-generation solutions. Work on cutting-edge technologies in a fast-paced environment. Participate in agile development cycles. Work on performance optimization and scalability. Problem Solving Databases (SQL & NoSQL) Data Structures & Algorithms Cloud Computing Version Control (Git) Amazon India is a leading e-commerce platform providing retail and cloud services. Automobile 3-5 years
1131,Backend Developer,HCL,10+ years,INR 2500000-3500000 per annum,,Implement secure authentication and authorization. Integrate third-party APIs and services.,Microservices RESTful APIs Node.js/Python/Java Caching Strategies Serverless Architecture,2025-01-15,http://www.mutti.com/,HCL Technologies is an Indian multinational IT services and consulting company.,Healthcare,Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available.,Backend Developer HCL  Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available. Implement secure authentication and authorization. Integrate third-party APIs and services. Microservices RESTful APIs Node.js/Python/Java Caching Strategies Serverless Architecture HCL Technologies is an Indian multinational IT services and consulting company. Healthcare 10+ years
1132,Data Scientist,Wipro,3-5 years,INR 600000-1200000 per annum,Jaipur,Implement deep learning techniques. Improve data quality using ETL techniques.,ETL Pipelines Deep Learning Experimentation & A/B Testing Feature Engineering Python/R,2025-02-02,http://tank-basak.com/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Participate in hackathons and innovation challenges within the company. Work closely with product managers to enhance user experience. Be part of an agile team delivering high-quality software solutions.,"Data Scientist Wipro Jaipur Participate in hackathons and innovation challenges within the company. Work closely with product managers to enhance user experience. Be part of an agile team delivering high-quality software solutions. Implement deep learning techniques. Improve data quality using ETL techniques. ETL Pipelines Deep Learning Experimentation & A/B Testing Feature Engineering Python/R Wipro is a leading global information technology, consulting, and business process services company. IT 3-5 years"
1133,Frontend Developer,TCS,0-1 years,INR 600000-1200000 per annum,,Debug and resolve UI-related issues. Ensure responsive design and cross-browser compatibility.,"Responsive Design Web Accessibility Testing Frameworks (Jest, Cypress) Cross-Browser Compatibility State Management (Redux, Vuex)",2025-02-07,https://jaggi-dugal.org/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Healthcare,Be part of an agile team delivering high-quality software solutions. Opportunity to lead and mentor junior team members. Flexible work hours and remote work opportunities available.,"Frontend Developer TCS  Be part of an agile team delivering high-quality software solutions. Opportunity to lead and mentor junior team members. Flexible work hours and remote work opportunities available. Debug and resolve UI-related issues. Ensure responsive design and cross-browser compatibility. Responsive Design Web Accessibility Testing Frameworks (Jest, Cypress) Cross-Browser Compatibility State Management (Redux, Vuex) Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Healthcare 0-1 years"
1134,System Architect,SAP Labs India,0-1 years,INR 2500000-3500000 per annum,Pune,Ensure compliance with technical standards. Optimize software and hardware performance.,API Design Scalability & Performance Cloud Computing High Availability Microservices & Monoliths,2025-02-01,https://chokshi.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,Education,Contribute to open-source projects and company-wide initiatives. Gain hands-on experience with cloud computing and AI technologies. Develop AI-driven models for real-world applications.,System Architect SAP Labs India Pune Contribute to open-source projects and company-wide initiatives. Gain hands-on experience with cloud computing and AI technologies. Develop AI-driven models for real-world applications. Ensure compliance with technical standards. Optimize software and hardware performance. API Design Scalability & Performance Cloud Computing High Availability Microservices & Monoliths SAP Labs India focuses on enterprise software development and cloud solutions. Education 0-1 years
1135,Software Engineer,Wipro,10+ years,INR 300000-600000 per annum,Ahmedabad,Participate in agile development cycles. Automate testing and deployment processes.,Problem Solving Cloud Computing Databases (SQL & NoSQL) Object-Oriented Programming API Development,2025-02-12,http://dugar.com/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Leverage data-driven insights to improve business processes. Optimize existing applications for performance and scalability. Gain hands-on experience with cloud computing and AI technologies.,"Software Engineer Wipro Ahmedabad Leverage data-driven insights to improve business processes. Optimize existing applications for performance and scalability. Gain hands-on experience with cloud computing and AI technologies. Participate in agile development cycles. Automate testing and deployment processes. Problem Solving Cloud Computing Databases (SQL & NoSQL) Object-Oriented Programming API Development Wipro is a leading global information technology, consulting, and business process services company. IT 10+ years"
1136,Backend Developer,SAP Labs India,10+ years,INR 1200000-1800000 per annum,Pune,Work with caching and messaging queues. Integrate third-party APIs and services.,RESTful APIs Database Management Microservices Authentication & Authorization Containerization (Docker),2025-02-13,https://jayaraman-shan.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,Healthcare,Work closely with product managers to enhance user experience. Develop AI-driven models for real-world applications. Optimize existing applications for performance and scalability.,Backend Developer SAP Labs India Pune Work closely with product managers to enhance user experience. Develop AI-driven models for real-world applications. Optimize existing applications for performance and scalability. Work with caching and messaging queues. Integrate third-party APIs and services. RESTful APIs Database Management Microservices Authentication & Authorization Containerization (Docker) SAP Labs India focuses on enterprise software development and cloud solutions. Healthcare 10+ years
1137,Frontend Developer,Tech Mahindra,10+ years,INR 300000-600000 per annum,Chennai,Ensure smooth user interactions and animations. Optimize web applications for performance.,"RESTful API Integration Web Performance Optimization Responsive Design Testing Frameworks (Jest, Cypress) State Management (Redux, Vuex)",2025-02-03,https://www.nazareth.biz/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Education,Opportunity to contribute to high-impact projects with global reach. Opportunity to lead and mentor junior team members. Leverage data-driven insights to improve business processes.,"Frontend Developer Tech Mahindra Chennai Opportunity to contribute to high-impact projects with global reach. Opportunity to lead and mentor junior team members. Leverage data-driven insights to improve business processes. Ensure smooth user interactions and animations. Optimize web applications for performance. RESTful API Integration Web Performance Optimization Responsive Design Testing Frameworks (Jest, Cypress) State Management (Redux, Vuex) Tech Mahindra offers IT services and business process outsourcing to various industries. Education 10+ years"
1138,Product Manager,HCL,1-3 years,INR 2500000-3500000 per annum,,Work with stakeholders for strategic planning. Gather customer feedback for product improvements.,Roadmap Planning User Experience (UX) Market Research Competitive Analysis Product Strategy,2025-02-26,http://www.singh.info/,HCL Technologies is an Indian multinational IT services and consulting company.,IT,Collaborate with cross-functional teams to develop innovative solutions. Collaborate with industry experts to build next-generation solutions. Competitive salary package with performance-based incentives.,Product Manager HCL  Collaborate with cross-functional teams to develop innovative solutions. Collaborate with industry experts to build next-generation solutions. Competitive salary package with performance-based incentives. Work with stakeholders for strategic planning. Gather customer feedback for product improvements. Roadmap Planning User Experience (UX) Market Research Competitive Analysis Product Strategy HCL Technologies is an Indian multinational IT services and consulting company. IT 1-3 years
1139,System Architect,Amazon India,7-10 years,INR 1800000-2500000 per annum,Hyderabad,Optimize software and hardware performance. Ensure security and resilience in system design.,Event-Driven Architecture Load Balancing & Caching API Design Security Best Practices Infrastructure Planning,2025-02-23,https://kakar.biz/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Healthcare,Solve complex technical problems using advanced algorithms. Engage in continuous learning and skill development programs. Competitive salary package with performance-based incentives.,System Architect Amazon India Hyderabad Solve complex technical problems using advanced algorithms. Engage in continuous learning and skill development programs. Competitive salary package with performance-based incentives. Optimize software and hardware performance. Ensure security and resilience in system design. Event-Driven Architecture Load Balancing & Caching API Design Security Best Practices Infrastructure Planning Amazon India is a leading e-commerce platform providing retail and cloud services. Healthcare 7-10 years
1140,DevOps Engineer,SAP Labs India,10+ years,INR 600000-1200000 per annum,,Manage cloud services and cost optimization. Collaborate with development teams on deployments.,"Docker & Kubernetes Cloud Platforms (AWS, GCP, Azure) Infrastructure as Code (Terraform, Ansible) Networking & Security Load Balancing & Scalability",2025-02-27,https://shukla.biz/,SAP Labs India focuses on enterprise software development and cloud solutions.,E-commerce,Participate in hackathons and innovation challenges within the company. Collaborate with cross-functional teams to develop innovative solutions. Engage in continuous learning and skill development programs.,"DevOps Engineer SAP Labs India  Participate in hackathons and innovation challenges within the company. Collaborate with cross-functional teams to develop innovative solutions. Engage in continuous learning and skill development programs. Manage cloud services and cost optimization. Collaborate with development teams on deployments. Docker & Kubernetes Cloud Platforms (AWS, GCP, Azure) Infrastructure as Code (Terraform, Ansible) Networking & Security Load Balancing & Scalability SAP Labs India focuses on enterprise software development and cloud solutions. E-commerce 10+ years"
1141,System Architect,TCS,3-5 years,INR 1800000-2500000 per annum,Pune,Ensure security and resilience in system design. Design and optimize system architectures.,Infrastructure Planning Software Architecture Security Best Practices Event-Driven Architecture High Availability,2025-01-20,http://www.lad.net/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Education,Gain hands-on experience with cloud computing and AI technologies. Develop AI-driven models for real-world applications. Engage in continuous learning and skill development programs.,"System Architect TCS Pune Gain hands-on experience with cloud computing and AI technologies. Develop AI-driven models for real-world applications. Engage in continuous learning and skill development programs. Ensure security and resilience in system design. Design and optimize system architectures. Infrastructure Planning Software Architecture Security Best Practices Event-Driven Architecture High Availability Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Education 3-5 years"
1142,DevOps Engineer,Amazon India,10+ years,INR 2500000-3500000 per annum,Kolkata,Troubleshoot production incidents efficiently. Work on logging and monitoring solutions.,"Cloud Platforms (AWS, GCP, Azure) Infrastructure as Code (Terraform, Ansible) CI/CD Pipelines Scripting (Bash, Python) Docker & Kubernetes",2025-01-11,http://www.khatri.info/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Healthcare,Solve complex technical problems using advanced algorithms. Opportunity to lead and mentor junior team members. Engage with customers to gather feedback and improve products.,"DevOps Engineer Amazon India Kolkata Solve complex technical problems using advanced algorithms. Opportunity to lead and mentor junior team members. Engage with customers to gather feedback and improve products. Troubleshoot production incidents efficiently. Work on logging and monitoring solutions. Cloud Platforms (AWS, GCP, Azure) Infrastructure as Code (Terraform, Ansible) CI/CD Pipelines Scripting (Bash, Python) Docker & Kubernetes Amazon India is a leading e-commerce platform providing retail and cloud services. Healthcare 10+ years"
1143,Frontend Developer,Infosys,0-1 years,INR 600000-1200000 per annum,,Write reusable and maintainable UI components. Optimize web applications for performance.,"Responsive Design State Management (Redux, Vuex) RESTful API Integration Testing Frameworks (Jest, Cypress) Web Accessibility",2025-01-22,http://de-suresh.com/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,E-commerce,Flexible work hours and remote work opportunities available. Engage with customers to gather feedback and improve products. Develop AI-driven models for real-world applications.,"Frontend Developer Infosys  Flexible work hours and remote work opportunities available. Engage with customers to gather feedback and improve products. Develop AI-driven models for real-world applications. Write reusable and maintainable UI components. Optimize web applications for performance. Responsive Design State Management (Redux, Vuex) RESTful API Integration Testing Frameworks (Jest, Cypress) Web Accessibility Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. E-commerce 0-1 years"
1144,Data Scientist,Amazon India,10+ years,INR 300000-600000 per annum,Chennai,Work with cross-functional teams on data-driven solutions. Communicate findings with stakeholders.,ETL Pipelines Big Data Technologies SQL & NoSQL Deep Learning Python/R,2025-02-14,https://www.ahluwalia.com/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Healthcare,Opportunity to contribute to high-impact projects with global reach. Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment.,Data Scientist Amazon India Chennai Opportunity to contribute to high-impact projects with global reach. Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment. Work with cross-functional teams on data-driven solutions. Communicate findings with stakeholders. ETL Pipelines Big Data Technologies SQL & NoSQL Deep Learning Python/R Amazon India is a leading e-commerce platform providing retail and cloud services. Healthcare 10+ years
1145,Cybersecurity Analyst,Infosys,10+ years,INR 2500000-3500000 per annum,Ahmedabad,Research emerging threats and countermeasures. Provide security awareness training.,Firewalls & IDS/IPS SIEM Tools Incident Response Cryptography Network Security,2025-01-28,http://madan-palla.com/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,IT,Engage with customers to gather feedback and improve products. Flexible work hours and remote work opportunities available. Implement best security practices in software development.,Cybersecurity Analyst Infosys Ahmedabad Engage with customers to gather feedback and improve products. Flexible work hours and remote work opportunities available. Implement best security practices in software development. Research emerging threats and countermeasures. Provide security awareness training. Firewalls & IDS/IPS SIEM Tools Incident Response Cryptography Network Security Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. IT 10+ years
1146,Machine Learning Engineer,Infosys,3-5 years,INR 1800000-2500000 per annum,,Develop and deploy ML models. Ensure reproducibility of ML experiments.,"Supervised & Unsupervised Learning Model Deployment Hyperparameter Tuning MLOps Data Processing (Pandas, NumPy)",2025-01-03,https://www.dubey-borra.com/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,Finance,Be part of an agile team delivering high-quality software solutions. Work closely with product managers to enhance user experience. Competitive salary package with performance-based incentives.,"Machine Learning Engineer Infosys  Be part of an agile team delivering high-quality software solutions. Work closely with product managers to enhance user experience. Competitive salary package with performance-based incentives. Develop and deploy ML models. Ensure reproducibility of ML experiments. Supervised & Unsupervised Learning Model Deployment Hyperparameter Tuning MLOps Data Processing (Pandas, NumPy) Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. Finance 3-5 years"
1147,Cybersecurity Analyst,Oracle India,3-5 years,INR 1800000-2500000 per annum,Kolkata,Research emerging threats and countermeasures. Implement network security policies.,SIEM Tools Penetration Testing Threat Intelligence Network Security Compliance & Regulations,2025-02-06,http://agrawal.com/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Automobile,Work on cutting-edge technologies in a fast-paced environment. Participate in hackathons and innovation challenges within the company. Leverage data-driven insights to improve business processes.,"Cybersecurity Analyst Oracle India Kolkata Work on cutting-edge technologies in a fast-paced environment. Participate in hackathons and innovation challenges within the company. Leverage data-driven insights to improve business processes. Research emerging threats and countermeasures. Implement network security policies. SIEM Tools Penetration Testing Threat Intelligence Network Security Compliance & Regulations Oracle India specializes in cloud applications, databases, and enterprise software solutions. Automobile 3-5 years"
1148,Cybersecurity Analyst,Deloitte,3-5 years,INR 300000-600000 per annum,Chennai,Research emerging threats and countermeasures. Provide security awareness training.,Secure Coding Firewalls & IDS/IPS Network Security Incident Response Risk Assessment,2025-01-17,https://www.goda.com/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",E-commerce,Work closely with product managers to enhance user experience. Optimize existing applications for performance and scalability. Implement best security practices in software development.,"Cybersecurity Analyst Deloitte Chennai Work closely with product managers to enhance user experience. Optimize existing applications for performance and scalability. Implement best security practices in software development. Research emerging threats and countermeasures. Provide security awareness training. Secure Coding Firewalls & IDS/IPS Network Security Incident Response Risk Assessment Deloitte provides audit, consulting, financial advisory, risk management, and tax services. E-commerce 3-5 years"
1149,Cybersecurity Analyst,Infosys,5-7 years,INR 300000-600000 per annum,Ahmedabad,Implement network security policies. Ensure compliance with security standards.,SIEM Tools Cryptography Incident Response Compliance & Regulations Penetration Testing,2025-02-14,http://www.bansal.org/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,IT,Participate in hackathons and innovation challenges within the company. Solve complex technical problems using advanced algorithms. Opportunity to contribute to high-impact projects with global reach.,Cybersecurity Analyst Infosys Ahmedabad Participate in hackathons and innovation challenges within the company. Solve complex technical problems using advanced algorithms. Opportunity to contribute to high-impact projects with global reach. Implement network security policies. Ensure compliance with security standards. SIEM Tools Cryptography Incident Response Compliance & Regulations Penetration Testing Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. IT 5-7 years
